Customer_ID,Age,Tenure_Months,Monthly_Charges_AED,Support_Calls,Contract_Type,Churned
CUST0578,55,62,72.84,4,Two Year,0
CUST0579,20,16,35.42,2,Two Year,0
CUST0580,37,7,68.67,3,Month-to-Month,0
CUST0581,23,14,64.69,1,Two Year,0
CUST0582,56,72,76.59,2,Two Year,0
CUST0583,50,16,67.39,4,One Year,0
CUST0584,18,9,45.54,4,One Year,0
CUST0585,54,24,88.93,4,Month-to-Month,1
CUST0586,23,6,61.83,1,Month-to-Month,0
CUST0587,62,1,64.45,4,One Year,1
CUST0588,51,3,46.33,3,Two Year,1
CUST0589,64,3,56.13,2,One Year,0
CUST0590,32,3,47.3,1,One Year,0
CUST0591,62,3,61.54,3,Month-to-Month,0
CUST0592,43,24,99.23,3,Month-to-Month,1
CUST0593,31,4,37.56,1,Month-to-Month,0
CUST0594,24,10,32.73,5,Month-to-Month,1
CUST0595,63,54,94.42,6,One Year,0
CUST0596,48,15,60.81,3,Month-to-Month,0
CUST0597,41,26,51.62,1,One Year,0
CUST0598,48,4,85.8,3,Month-to-Month,1
CUST0599,46,5,52.89,1,One Year,0
CUST0600,59,1,101.52,1,One Year,0
CUST0601,49,4,78.56,1,Month-to-Month,1
CUST0602,34,7,55.24,1,Month-to-Month,1
CUST0603,31,4,108.15,3,Month-to-Month,0
CUST0604,57,2,52.89,2,Two Year,0
CUST0605,53,3,79.84,0,Month-to-Month,0
CUST0606,65,14,70.99,0,One Year,0
CUST0607,41,5,91.03,5,Two Year,0
CUST0608,62,10,96.23,1,One Year,1
CUST0609,44,16,65.64,2,Month-to-Month,1
CUST0610,42,28,49.93,0,Two Year,0
CUST0611,49,1,74.2,3,Month-to-Month,0
CUST0612,69,38,51.45,1,Month-to-Month,0
CUST0613,35,23,105.27,1,Two Year,0
CUST0614,63,2,67.73,3,One Year,0
CUST0615,35,49,57.69,2,Month-to-Month,0
CUST0616,54,60,68.69,1,Month-to-Month,0
CUST0617,43,1,38.06,0,Month-to-Month,1
CUST0618,26,7,45.57,4,One Year,0
CUST0619,52,39,89.01,0,Month-to-Month,0
CUST0620,25,33,51.86,1,Two Year,0
CUST0621,37,4,44.06,2,Two Year,0
CUST0622,59,5,75.73,3,Two Year,0
CUST0623,39,11,88.71,1,Month-to-Month,1
CUST0624,36,15,79.38,5,One Year,0
CUST0625,47,23,84.92,2,Two Year,0
CUST0626,45,11,49.86,4,Two Year,0
CUST0627,52,14,36.56,3,Month-to-Month,0
CUST0628,60,33,95.03,3,Month-to-Month,1
CUST0629,28,1,58.55,4,Month-to-Month,1
CUST0630,48,6,59.98,2,One Year,0
CUST0631,66,29,91.56,4,One Year,1
CUST0632,65,54,76.12,2,Two Year,0
CUST0633,56,17,74.12,5,Month-to-Month,0
CUST0634,53,18,108.3,3,Month-to-Month,0
CUST0635,47,2,52.13,3,Month-to-Month,0
CUST0636,40,14,83.56,3,Month-to-Month,1
CUST0637,36,18,66.14,1,Month-to-Month,0
CUST0638,29,6,70.37,3,One Year,0
CUST0639,32,7,95.57,5,One Year,0
CUST0640,48,11,75.16,1,One Year,0
CUST0641,60,1,75.77,3,Month-to-Month,0
CUST0642,54,9,86.45,0,Month-to-Month,1
CUST0643,54,5,57.7,3,Month-to-Month,0
CUST0644,32,9,48.22,3,Two Year,0
CUST0645,46,3,44.1,1,Month-to-Month,0
CUST0646,67,53,25.67,4,Two Year,0
CUST0647,60,21,106.12,0,Month-to-Month,0
CUST0648,43,27,42.94,6,Two Year,0
CUST0649,61,37,60.57,3,Two Year,0
CUST0650,19,16,59.46,1,Month-to-Month,0
CUST0651,37,2,71.15,3,One Year,0
CUST0652,32,18,81.31,1,Month-to-Month,0
CUST0653,69,21,82.21,1,Two Year,0
CUST0654,21,32,53.34,2,Month-to-Month,0
CUST0655,39,13,61.66,2,Month-to-Month,0
CUST0656,67,3,70.65,4,One Year,0
CUST0657,55,8,60.03,2,Two Year,0
CUST0658,40,10,97.15,6,Month-to-Month,0
CUST0659,43,24,74.82,1,One Year,0
CUST0660,68,20,79.7,2,Month-to-Month,0
CUST0661,28,10,78.26,1,Month-to-Month,0
CUST0662,45,72,88.47,3,One Year,1
CUST0663,19,22,68.62,3,Month-to-Month,0
CUST0664,25,6,39.06,4,Month-to-Month,1
CUST0665,46,2,72.99,5,Two Year,0
CUST0666,28,3,51.97,3,Month-to-Month,1
CUST0667,54,6,54.43,2,One Year,0
CUST0668,35,4,76.73,3,Month-to-Month,1
CUST0669,67,4,89.77,1,Month-to-Month,0
CUST0670,31,8,65.43,6,Month-to-Month,0
CUST0671,27,4,71.18,3,One Year,0
CUST0672,52,54,99.04,1,One Year,0
CUST0673,26,2,69.82,1,Month-to-Month,1
CUST0674,52,17,117.03,6,Month-to-Month,1
CUST0675,28,12,76.31,4,Two Year,0
CUST0676,61,72,29.78,2,Month-to-Month,0
CUST0677,29,2,80.07,3,Two Year,0
CUST0678,20,12,72.62,6,Month-to-Month,1
CUST0679,56,72,90.8,2,One Year,0
CUST0680,31,48,78.46,4,Month-to-Month,0
CUST0681,45,40,62.23,0,Two Year,0
CUST0682,28,7,40.51,4,One Year,0
CUST0683,56,4,60.82,3,Month-to-Month,0
CUST0684,42,26,47.99,5,Month-to-Month,0
CUST0685,38,63,53.39,2,One Year,0
CUST0686,27,19,76.77,4,One Year,0
CUST0687,60,20,98.4,2,Month-to-Month,0
CUST0688,32,7,72.89,4,Month-to-Month,1
CUST0689,36,35,41.08,4,Two Year,0
CUST0690,65,4,73.89,0,Month-to-Month,1
CUST0691,39,9,88.93,3,One Year,0
CUST0692,38,13,52.8,2,Month-to-Month,0
CUST0693,69,17,62.32,3,Two Year,0
CUST0694,61,6,65.29,2,Two Year,0
CUST0695,49,2,49.3,3,Two Year,0
CUST0696,67,22,77.97,3,Month-to-Month,0
CUST0697,40,8,62.58,2,Two Year,0
CUST0698,30,20,73.39,3,Month-to-Month,1
CUST0699,22,4,47.25,4,One Year,0
CUST0700,21,15,56.25,2,One Year,0
CUST0701,45,18,79.45,0,Month-to-Month,0
CUST0702,31,1,57.54,4,Two Year,1
CUST0703,25,9,99.54,0,Month-to-Month,0
CUST0704,26,3,57.01,3,One Year,0
CUST0705,68,1,69.49,2,One Year,0
CUST0706,52,72,83.65,2,One Year,0
CUST0707,54,9,36.63,0,Month-to-Month,0
CUST0708,38,39,29.78,2,Month-to-Month,0
CUST0709,35,7,34.49,1,Two Year,1
CUST0710,50,27,90.25,3,Month-to-Month,0
CUST0711,25,34,53.96,4,Month-to-Month,0
CUST0712,68,21,116.16,6,Month-to-Month,0
CUST0713,66,15,53.72,3,Month-to-Month,0
CUST0714,34,12,68.69,2,Two Year,0
CUST0715,60,10,95.84,2,Month-to-Month,1
CUST0716,48,63,105.12,2,One Year,0
CUST0717,51,42,106.23,1,Month-to-Month,1
CUST0718,23,72,89.17,1,Month-to-Month,0
CUST0719,39,3,85.48,2,Month-to-Month,1
CUST0720,31,31,76.85,4,Month-to-Month,0
CUST0721,20,66,80.57,1,Month-to-Month,0
CUST0722,29,4,53.98,1,One Year,0
CUST0723,53,1,48.64,2,Month-to-Month,1
CUST0724,29,32,64.93,2,Month-to-Month,1
CUST0725,62,20,61.6,1,Month-to-Month,0
CUST0726,19,44,55.94,0,Month-to-Month,0
CUST0727,19,3,78.93,3,Two Year,1
CUST0728,32,38,84.11,0,One Year,0
CUST0729,40,5,66.77,3,Month-to-Month,1
CUST0730,46,4,94.55,1,Month-to-Month,0
CUST0731,34,4,42.17,6,Two Year,1
CUST0732,49,40,61.13,2,Month-to-Month,0
CUST0733,24,26,50.66,2,Two Year,0
CUST0734,47,17,27.67,2,Month-to-Month,0
CUST0735,45,10,63.35,4,Two Year,0
CUST0736,31,50,62.57,1,Two Year,0
CUST0737,61,11,95.27,2,One Year,0
CUST0738,47,40,77.62,4,Month-to-Month,0
CUST0739,34,13,44.52,1,Month-to-Month,0
CUST0740,49,11,102.08,3,Month-to-Month,0
CUST0741,63,14,89.42,4,Month-to-Month,0
CUST0742,23,8,76.64,1,Month-to-Month,0
CUST0743,68,33,60.47,5,Month-to-Month,0
CUST0744,41,16,45.81,2,One Year,0
CUST0745,23,6,57.56,1,One Year,0
CUST0746,44,55,86.77,3,Month-to-Month,0
CUST0747,35,11,102.69,1,Month-to-Month,1
CUST0748,41,18,95.86,3,Two Year,0
CUST0749,54,56,55.22,2,Month-to-Month,0
CUST0750,41,23,42.61,2,One Year,0
CUST0751,55,2,67.82,2,Month-to-Month,0
CUST0752,51,67,29.63,1,Month-to-Month,1
CUST0753,57,23,71.46,2,Month-to-Month,0
CUST0754,64,9,62.05,2,Month-to-Month,0
CUST0755,32,3,55.68,0,Two Year,0
CUST0756,28,37,33.11,1,One Year,0
CUST0757,39,23,75.27,1,Month-to-Month,1
CUST0758,41,18,54.35,0,Two Year,0
CUST0759,18,53,41.6,1,Month-to-Month,0
CUST0760,35,37,20.0,2,Two Year,0
CUST0761,61,3,64.45,3,Two Year,0
CUST0762,29,8,100.45,3,Month-to-Month,0
CUST0763,60,6,98.23,2,Month-to-Month,0
CUST0764,45,32,55.86,4,Month-to-Month,0
CUST0765,57,1,52.96,2,One Year,0
CUST0766,24,20,74.38,2,One Year,0
CUST0767,40,34,45.03,5,Two Year,0
CUST0768,38,50,71.04,4,One Year,0
CUST0769,51,10,80.32,4,Month-to-Month,1
CUST0770,28,41,89.54,7,Month-to-Month,0
CUST0771,39,2,63.0,4,One Year,1
CUST0772,59,44,60.93,3,Month-to-Month,0
CUST0773,52,3,47.44,1,One Year,0
CUST0774,69,12,48.46,2,Month-to-Month,0
CUST0775,46,38,60.47,6,Month-to-Month,0
CUST0776,59,3,72.35,2,Month-to-Month,0
CUST0777,45,6,83.27,1,One Year,0
CUST0778,35,30,48.94,0,Month-to-Month,0
CUST0779,31,30,94.85,0,One Year,0
CUST0780,35,24,59.58,4,Month-to-Month,0
CUST0781,45,28,64.57,2,One Year,0
CUST0782,41,18,50.06,5,One Year,0
CUST0783,25,6,20.0,0,Month-to-Month,1
CUST0784,59,10,82.68,2,One Year,1
CUST0785,62,4,79.74,4,Month-to-Month,1
CUST0786,25,57,59.37,2,Month-to-Month,0
CUST0787,21,21,66.34,3,Month-to-Month,1
CUST0788,44,12,75.32,2,One Year,0
CUST0789,53,14,33.75,2,Two Year,0
CUST0790,22,70,54.42,0,One Year,0
CUST0791,50,3,80.89,4,One Year,0
CUST0792,66,21,39.91,5,One Year,0
CUST0793,51,16,70.87,2,Month-to-Month,1
CUST0794,47,22,37.87,3,Two Year,0
CUST0795,25,1,74.33,6,Month-to-Month,0
CUST0796,56,49,64.29,2,Two Year,0
CUST0797,64,64,32.7,3,One Year,0
CUST0798,43,19,88.29,3,One Year,0
CUST0799,54,28,50.31,1,One Year,0
CUST0800,51,61,48.79,2,Month-to-Month,0
CUST0801,24,29,69.01,5,One Year,0
CUST0802,57,3,87.97,1,Month-to-Month,1
CUST0803,45,20,44.68,3,One Year,0
CUST0804,56,22,66.23,3,One Year,0
CUST0805,56,13,73.58,3,Two Year,0
CUST0806,45,32,78.86,2,One Year,0
CUST0807,31,65,68.53,2,Month-to-Month,0
CUST0808,67,62,57.66,2,Month-to-Month,0
CUST0809,55,14,48.45,0,One Year,0
CUST0810,21,2,66.72,1,Month-to-Month,1
CUST0811,59,72,43.56,0,Month-to-Month,0
CUST0812,35,43,20.0,0,Two Year,0
CUST0813,61,3,73.73,2,One Year,0
CUST0814,65,60,83.08,3,One Year,0
CUST0815,42,48,20.0,0,Month-to-Month,0
CUST0816,24,17,44.81,3,One Year,0
CUST0817,55,21,77.38,1,Month-to-Month,0
CUST0818,45,12,106.15,1,One Year,0
CUST0819,22,1,65.42,6,Month-to-Month,1
CUST0820,20,9,50.44,4,Two Year,0
CUST0821,61,38,61.34,2,Month-to-Month,0
CUST0822,48,1,92.5,4,Month-to-Month,0
CUST0823,64,9,52.08,4,One Year,1
CUST0824,59,12,49.02,0,One Year,0
CUST0825,37,18,55.35,3,Month-to-Month,0
CUST0826,36,60,45.93,3,One Year,0
CUST0827,65,10,67.45,6,Month-to-Month,0
CUST0828,28,10,97.49,1,Two Year,0
CUST0829,57,32,71.46,4,Two Year,0
CUST0830,20,14,59.95,2,Month-to-Month,0
CUST0831,40,6,59.16,2,Two Year,0
CUST0832,24,14,33.74,2,Month-to-Month,0
CUST0833,40,3,82.66,2,Month-to-Month,0
CUST0834,24,4,63.44,2,Two Year,0
CUST0835,63,16,61.39,1,One Year,0
CUST0836,51,13,120.0,0,Month-to-Month,1
CUST0837,59,59,70.98,3,Month-to-Month,1
CUST0838,36,10,49.96,4,Month-to-Month,0
CUST0839,26,20,56.47,6,Two Year,0
CUST0840,65,24,87.97,4,Month-to-Month,1
CUST0841,68,1,67.27,2,Month-to-Month,1
CUST0842,35,26,36.23,2,Month-to-Month,0
CUST0843,58,4,83.38,6,Month-to-Month,0
CUST0844,65,72,51.64,3,Month-to-Month,0
CUST0845,62,3,102.47,3,Month-to-Month,1
CUST0846,59,12,86.6,2,Month-to-Month,1
CUST0847,42,2,56.05,0,Month-to-Month,1
CUST0848,69,72,90.62,2,Two Year,1
CUST0849,31,16,66.36,2,Month-to-Month,1
CUST0850,61,21,82.06,2,One Year,0
CUST0851,42,1,74.69,4,One Year,1
CUST0852,36,33,48.07,1,Two Year,0
CUST0853,56,5,52.13,2,Two Year,0
CUST0854,32,54,85.6,3,Month-to-Month,0
CUST0855,33,5,58.3,6,Month-to-Month,0
CUST0856,44,5,56.93,3,Month-to-Month,0
CUST0857,57,1,45.9,2,Month-to-Month,0
CUST0858,27,15,73.47,3,One Year,0
CUST0859,21,19,106.25,2,One Year,1
CUST0860,68,1,43.65,3,Two Year,0
CUST0861,36,35,65.48,2,Month-to-Month,1
CUST0862,45,14,93.24,1,Two Year,0
CUST0863,38,17,63.41,3,Month-to-Month,0
CUST0864,64,13,74.05,4,Month-to-Month,0
CUST0865,31,12,43.75,2,Month-to-Month,0
CUST0866,50,19,73.57,2,One Year,0
CUST0867,65,4,61.26,1,Month-to-Month,0
CUST0868,27,4,84.71,1,Two Year,0
CUST0869,36,47,88.75,0,Two Year,0
CUST0870,47,70,116.79,0,Two Year,0
CUST0871,39,11,76.59,2,Month-to-Month,0
CUST0872,20,7,71.52,2,Two Year,0
CUST0873,54,24,68.89,1,One Year,0
CUST0874,58,12,57.94,4,Month-to-Month,1
CUST0875,35,1,71.77,4,Month-to-Month,0
CUST0876,28,4,59.09,4,Month-to-Month,0
CUST0877,65,30,68.37,2,Month-to-Month,0
CUST0878,19,25,91.35,1,One Year,0
CUST0879,29,1,44.87,2,Two Year,0
CUST0880,23,6,87.8,1,Month-to-Month,1
CUST0881,60,6,91.34,1,One Year,1
CUST0882,57,26,62.64,2,Two Year,0
CUST0883,61,1,22.56,1,Month-to-Month,1
CUST0884,46,2,52.84,5,Two Year,0
CUST0885,47,38,90.94,2,One Year,0
CUST0886,19,4,64.54,3,One Year,0
CUST0887,26,25,45.01,2,Month-to-Month,0
CUST0888,64,6,54.9,4,One Year,1
CUST0889,19,2,81.81,1,Month-to-Month,1
CUST0890,46,6,75.93,4,One Year,0
CUST0891,50,30,60.22,5,Month-to-Month,0
CUST0892,27,46,57.66,2,Two Year,0
CUST0893,51,42,57.16,3,Month-to-Month,0
CUST0894,61,12,46.55,4,Month-to-Month,0
CUST0895,25,26,97.31,2,One Year,0
CUST0896,54,5,58.55,0,Month-to-Month,1
CUST0897,50,8,89.34,4,One Year,1
CUST0898,64,54,95.43,2,Two Year,1
CUST0899,23,1,84.97,4,One Year,0
CUST0900,61,2,56.37,3,Month-to-Month,0
CUST0901,57,5,73.07,3,One Year,0
CUST0902,62,1,64.52,4,One Year,0
CUST0903,36,4,46.93,3,Two Year,0
CUST0904,49,20,71.49,0,Month-to-Month,0
CUST0905,44,13,41.42,2,Month-to-Month,0
CUST0906,18,53,88.75,2,One Year,1
CUST0907,60,40,55.71,3,Month-to-Month,0
CUST0908,69,10,69.02,4,Month-to-Month,0
CUST0909,50,7,70.67,1,Month-to-Month,0
CUST0910,57,11,59.82,1,Two Year,0
CUST0911,49,21,76.73,3,Two Year,0
CUST0912,22,7,55.5,0,One Year,0
CUST0913,34,23,82.43,3,Month-to-Month,0
CUST0914,25,12,38.08,1,Month-to-Month,1
CUST0915,59,19,67.53,1,Two Year,0
CUST0916,51,13,103.78,2,Two Year,1
CUST0917,26,8,44.99,1,Two Year,0
CUST0918,40,71,51.45,2,One Year,0
CUST0919,52,34,75.28,1,Month-to-Month,0
CUST0920,67,3,68.59,4,Two Year,0
CUST0921,24,48,72.01,0,Month-to-Month,0
CUST0922,32,16,74.78,2,Month-to-Month,1
CUST0923,37,53,77.69,5,One Year,0
CUST0924,67,38,87.19,0,Month-to-Month,0
CUST0925,42,13,73.2,1,Month-to-Month,0
CUST0926,20,1,60.17,3,Month-to-Month,0
CUST0927,63,7,78.45,2,Month-to-Month,0
CUST0928,41,18,103.0,4,Two Year,1
CUST0929,51,24,62.35,3,Month-to-Month,0
CUST0930,63,7,45.51,3,Month-to-Month,0
CUST0931,39,3,87.14,4,Month-to-Month,1
CUST0932,28,43,62.59,1,Month-to-Month,0
CUST0933,65,72,21.55,2,Month-to-Month,0
CUST0934,25,17,81.95,2,One Year,0
CUST0935,56,4,54.29,2,Month-to-Month,1
CUST0936,60,7,63.19,3,One Year,1
CUST0937,52,1,71.64,3,Two Year,0
CUST0938,66,58,68.81,5,One Year,0
CUST0939,63,3,79.19,0,Month-to-Month,1
CUST0940,55,20,56.29,1,Month-to-Month,1
CUST0941,25,7,75.26,2,Two Year,0
CUST0942,54,19,59.81,2,One Year,0
CUST0943,44,25,79.78,1,Two Year,0
CUST0944,45,42,77.31,2,Two Year,0
CUST0945,57,5,46.29,1,Two Year,0
CUST0946,51,1,86.72,4,Two Year,0
CUST0947,49,3,54.28,1,One Year,0
CUST0948,32,55,81.16,1,Month-to-Month,0
CUST0949,61,49,72.35,3,Two Year,0
CUST0950,34,21,101.76,2,One Year,0
CUST0951,50,22,60.53,3,Month-to-Month,1
CUST0952,64,26,58.01,2,One Year,0
CUST0953,63,4,64.61,1,One Year,0
CUST0954,69,58,58.94,5,Two Year,0
CUST0955,33,13,81.0,3,One Year,0
CUST0956,46,11,32.67,4,Month-to-Month,0
CUST0957,26,17,43.93,4,Two Year,0
CUST0958,50,1,43.64,4,Two Year,1
CUST0959,66,4,84.01,1,One Year,0
CUST0960,46,32,99.21,3,Month-to-Month,0
CUST0961,30,2,62.91,4,Month-to-Month,1
CUST0962,38,22,61.62,2,One Year,0
CUST0963,38,6,66.4,5,Month-to-Month,0
CUST0964,22,11,88.24,3,Month-to-Month,0
CUST0965,27,8,46.45,4,One Year,0
CUST0966,23,10,69.77,2,Month-to-Month,0
CUST0967,68,30,84.5,1,Month-to-Month,0
CUST0968,30,8,75.02,3,Month-to-Month,0
CUST0969,18,20,68.79,1,Month-to-Month,0
CUST0970,37,15,85.02,2,One Year,0
CUST0971,64,26,20.0,1,Month-to-Month,0
CUST0972,63,66,78.56,2,Month-to-Month,0
CUST0973,25,31,51.92,0,One Year,0
CUST0974,27,5,28.39,3,Two Year,0
CUST0975,26,1,75.22,2,One Year,1
CUST0976,66,7,92.47,5,Month-to-Month,1
CUST0977,58,21,62.25,1,Month-to-Month,1
CUST0978,20,1,84.06,2,Two Year,1
CUST0979,28,16,97.25,3,Month-to-Month,1
CUST0980,29,21,91.3,6,One Year,0
CUST0981,27,9,97.8,4,Month-to-Month,1
CUST0982,42,35,79.84,1,Month-to-Month,0
CUST0983,66,2,66.51,2,Two Year,1
CUST0984,66,1,32.96,1,One Year,0
CUST0985,42,31,60.08,3,One Year,0
CUST0986,28,16,48.14,3,Month-to-Month,0
CUST0987,53,27,108.42,2,Month-to-Month,0
CUST0988,56,13,61.48,4,One Year,0
CUST0989,43,6,67.46,3,One Year,1
CUST0990,31,41,76.03,2,Month-to-Month,0
CUST0991,56,38,65.87,3,Month-to-Month,1
CUST0992,57,28,98.9,4,Month-to-Month,0
CUST0993,18,7,52.55,3,Two Year,0
CUST0994,21,21,68.89,1,One Year,0
CUST0995,47,10,50.15,1,Two Year,1
CUST0996,29,2,38.6,2,Month-to-Month,1
CUST0997,52,59,52.76,2,Two Year,0
CUST0998,30,3,64.26,1,Month-to-Month,0
CUST0999,69,72,56.41,5,One Year,0
CUST1000,48,14,51.15,3,Two Year,0
